cb2f3516-3ce0-4726-961b-0e97091ac958.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
3b6a659a-9c12-416f-9f57-d726b40acf9e.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
8ccc03b1-77f6-4778-a552-247b085ae1fb.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
4c89351a-7413-4088-8845-975af5b872a5.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
9fed717e-0bf4-4859-9a8c-ade7888ad50b.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
c5d22c54-0004-49c1-b9e2-8d60381bcb1a.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
614c2603-be57-4dff-bc82-0b39da45cfb1.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
a9f11675-5306-42a0-9182-5af9d3870233.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
65838490-dd11-4048-9e3a-85c9cb6f152c.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
3077f3a2-7092-4396-90e2-bbd13895b63b.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
a3af42af-d0da-48c6-8c10-071f1bef1ffa.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
2e99d330-a2d3-437e-83da-28ddf6399d0c.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
f84fedf3-ca3b-4bd1-9bc5-2f8c804f4abb.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
fcb7c4e8-4939-4c77-9769-368ac5dee53e.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
07cba73f-93ec-4ac2-aaf2-02f1f5f65c8e.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
a21f06cb-1d8b-4761-954d-925c4bc591c5.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
39b7555b-19a2-4a64-bca7-38e40d3df533.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
3b08d2d9-fa8e-45af-9a9f-3efd3b6c7d67.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
1f3fef89-ee5b-4f17-9399-1baa2dd80736.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
7564d3b9-08fd-4ce1-af09-6d17b98bd97f.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
2a4bad82-8e9a-474b-b8df-636404bfa40d.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
52d3b089-565a-4bef-b256-bcf570335660.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
217611f8-75e8-45e4-ac39-d0b2a90cfd37.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
ada58822-6cb6-4d42-8bf2-9db9867b831b.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
4fba458f-ba33-4ea5-a56c-4ea9bb94a827.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
6fb9a4d4-62b3-405f-861c-f48ff9f231a1.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
262a8f63-1ae1-47ae-84d6-d7bf06682e71.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
ef55b46d-09a3-419b-9c0c-4020e28edb88.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
8a4c3dc2-8753-4c94-b69d-0c811e8f3ae2.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
9a029e04-db4f-4a0a-8a90-affd9b530c51.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
899c17fa-4600-4aac-83c4-c72630311963.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
0d6124b7-53ba-4595-8292-7b96d3db9b5a.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
30ede218-797b-4c8d-97ea-1b1f966e1c03.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
508fc097-fe81-4957-b62e-414c470d48fd.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
50a39c16-7ef0-4706-a841-1d23952a0a75.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
cb23cbb7-bb6d-4c35-babc-70e9d1615eb8.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
da9f0efc-3c9a-4ce2-b9e7-1f84e6ee3e8b.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
9443ffdc-e224-40e1-9a4d-7f1624537f45.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
2efb8df7-7c2e-4149-a35f-0be21494e1eb.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
5832470f-99fa-4cc2-a601-444d3a53b529.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
eb1cf5d9-f2b7-4e81-a707-0cdb1fddc930.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
e4cb71dc-f45f-4810-97c2-8b1e141b6703.mirbase21.mirnas.quantification.txt,Primary Blood Derived Cancer - Peripheral Blood
